MURDGRP,SEX,MSA_LABEL,WEAPON_CODE,TOTAL,SOLVED,PERCENT,WEAPON_LABEL,REL_UNK_RATE,REL_TOP1,CIRC_UNK_RATE,CIRC_TOP1,UNSOLVED,REPORT_GAP_IDX
65026178,2,Rural Connecticut,1,3,3,1.0,"Blunt object - hammer, club, etc",0.0,Acquaintance,0.3333333333333333,Robbery,0,0.16666666666666666
66016815,2,"Lafayette, IN",1,3,3,1.0,"Blunt object - hammer, club, etc",0.6666666666666666,Wife,0.3333333333333333,Other arguments,0,0.5
67672283,2,"Port St. Lucie-Fort Pierce, FL",16,3,3,1.0,Strangulation - hanging,0.0,Friend,0.0,Brawl due to influence of narcotics,0,0.0
67731313,2,"Brunswick, GA",14,3,3,1.0,Rifle,0.0,Other family,0.3333333333333333,Other arguments,0,0.16666666666666666
67982455,2,"Winchester, VA-WV",5,3,3,1.0,"Firearm, type not stated",0.0,Acquaintance,0.3333333333333333,Other arguments,0,0.16666666666666666
68648612,2,"Jackson, TN",14,3,3,1.0,Rifle,0.3333333333333333,Common-law wife,0.3333333333333333,Other arguments,0,0.3333333333333333
68797968,2,"Appleton, WI",15,3,3,1.0,Shotgun,0.0,Acquaintance,0.6666666666666666,Other negligent handling of gun,0,0.3333333333333333
68922972,2,"Cheyenne, WY",14,3,3,1.0,Rifle,0.0,Wife,0.3333333333333333,Other,0,0.16666666666666666
69559694,2,"Fort Smith, AR-OK",4,3,3,1.0,Fire,0.0,Stepdaughter,0.0,Arson,0,0.0
69872907,2,"Billings, MT",16,3,3,1.0,Strangulation - hanging,0.0,Girlfriend,0.3333333333333333,Other arguments,0,0.16666666666666666
70164760,2,"Holland-Grand Haven, MI",11,3,3,1.0,"Personal weapons, includes beating",0.3333333333333333,Wife,0.0,Other,0,0.16666666666666666
70300134,2,"Myrtle Beach-Conway, SC",0,3,3,1.0,Asphyxiation - includes death by gas,0.0,Daughter,0.0,Other arguments,0,0.0
70673086,2,"Muskegon-Norton Shores, MI",14,3,3,1.0,Rifle,0.0,Girlfriend,0.3333333333333333,Other arguments,0,0.16666666666666666
70831139,2,"Dubuque, IA",16,3,3,1.0,Strangulation - hanging,0.0,Acquaintance,0.3333333333333333,Rape,0,0.16666666666666666
71092665,2,"Logan, UT-ID",14,3,3,1.0,Rifle,0.0,Stepson,0.0,Other arguments,0,0.0
71726792,2,"Providence-New Bedford-Fall River, RI-MA",3,3,3,1.0,Explosives,0.0,Stranger,0.0,Other arguments,0,0.0
72030444,2,"Winchester, VA-WV",14,3,3,1.0,Rifle,0.0,Wife,0.0,Other,0,0.0
72142859,2,Rural Idaho,17,3,3,1.0,Weapon Not Reported,1.0,—,1.0,—,0,1.0
73394335,2,"Blacksburg-Christiansburg, VA",8,3,3,1.0,"Narcotics or drugs, sleeping pills",0.3333333333333333,Mother,0.0,Narcotic drug laws,0,0.16666666666666666
75518718,2,"Kansas City, MO-KS",13,3,3,1.0,Pushed or thrown out window,0.0,Stranger,0.0,Robbery,0,0.0
75570521,2,"Santa Barbara-Santa Maria, CA",2,3,3,1.0,Drowning,0.0,Other - known to victim,0.0,Other,0,0.0
75695070,2,Rural New Mexico,4,3,3,1.0,Fire,0.0,Ex-wife,0.0,Other,0,0.0
76705090,2,"Janesville, WI",15,3,3,1.0,Shotgun,0.0,Neighbor,0.0,Argument over money or property,0,0.0
77805910,2,"Flagstaff, AZ",5,3,3,1.0,"Firearm, type not stated",0.0,Stranger,0.6666666666666666,Rape,0,0.3333333333333333
79639831,2,"Springfield, IL",4,3,3,1.0,Fire,0.0,Stranger,0.6666666666666666,Other arguments,0,0.3333333333333333
79734381,2,"Decatur, AL",8,3,3,1.0,"Narcotics or drugs, sleeping pills",0.3333333333333333,Daughter,0.6666666666666666,Other,0,0.5
79907931,2,"Reading, PA",4,3,3,1.0,Fire,0.0,Stranger,0.0,Arson,0,0.0
